level,guild,race,class,region
60,Guild Guild 1,Undead,Priest,Durotar
60,Guild Guild 3,Undead,Priest,Western Plaguelands
60,Guild Guild 5,Undead,Priest,Blackrock Spire
60,Guild Guild 35,Undead,Rogue,Orgrimmar
60,Guild Guild 15,Undead,Rogue,Durotar
60,Guild Guild 7,Undead,Rogue,Durotar
60,Guild Guild 20,Undead,Rogue,Maraudon
60,Guild Guild 4,Undead,Rogue,Blackrock Spire
60,Guild Guild 19,Undead,Warlock,Orgrimmar
60,Guild Guild 12,Undead,Warlock,Durotar
60,Guild Guild 7,Undead,Warlock,Durotar
60,Guild Guild 20,Undead,Warlock,Maraudon
60,Guild Guild 6,Undead,Warlock,Blackrock Spire
60,Guild Guild 4,Undead,Warrior,Orgrimmar
60,Guild Guild 5,Undead,Warrior,Undercity
60,Guild Guild 4,Undead,Warrior,Blackrock Spire
1,Guild Guild -1,Orc,Warrior,Durotar
17,Guild Guild -1,Orc,Hunter,Undercity
13,Guild Guild 5,Orc,Hunter,The Barrens
35,Guild Guild 7,Orc,Hunter,Orgrimmar
41,Guild Guild 2,Orc,Hunter,Durotar
41,Guild Guild -1,Orc,Hunter,Durotar
45,Guild Guild 11,Orc,Hunter,Durotar
45,Guild Guild 14,Orc,Hunter,Durotar
45,Guild Guild 5,Orc,Warlock,Scarlet Monastery
45,Guild Guild 13,Orc,Hunter,The Barrens
52,Guild Guild 2,Orc,Rogue,The Barrens
53,Guild Guild 3,Orc,Warrior,Felwood
55,Guild Guild 2,Orc,Hunter,Thunder Bluff
56,Guild Guild 18,Orc,Rogue,Orgrimmar
57,Guild Guild 28,Orc,Hunter,Blasted Lands
60,Guild Guild 37,Orc,Hunter,Orgrimmar
60,Guild Guild 3,Orc,Hunter,Stratholme
60,Guild Guild 18,Orc,Hunter,Durotar
60,Guild Guild 15,Orc,Warrior,Eastern Plaguelands
60,Guild Guild 3,Orc,Warlock,Eastern Plaguelands
60,Guild Guild 2,Orc,Hunter,Felwood
10,Guild Guild 7,Tauren,Druid,Thunder Bluff
19,Guild Guild -1,Tauren,Hunter,Tirisfal Glades
11,Guild Guild 17,Tauren,Hunter,Mulgore
12,Guild Guild -1,Tauren,Warrior,Mulgore
14,Guild Guild 19,Tauren,Shaman,The Barrens
25,Guild Guild 7,Tauren,Druid,Thousand Needles
22,Guild Guild -1,Tauren,Warrior,The Barrens
27,Guild Guild 3,Tauren,Warrior,The Barrens
27,Guild Guild 21,Tauren,Warrior,Silverpine Forest
29,Guild Guild 2,Tauren,Druid,Thunder Bluff
30,Guild Guild 0,Tauren,Druid,Darkshore
32,Guild Guild 24,Tauren,Shaman,Alterac Mountains
31,Guild Guild 18,Tauren,Shaman,Durotar
37,Guild Guild -1,Tauren,Warrior,Durotar
32,Guild Guild 23,Tauren,Hunter,Desolace
31,Guild Guild 22,Tauren,Druid,Thunder Bluff
38,Guild Guild 3,Tauren,Druid,Thunder Bluff
46,Guild Guild 18,Tauren,Druid,Thousand Needles
48,Guild Guild 5,Tauren,Warrior,Hillsbrad Foothills
45,Guild Guild 12,Tauren,Shaman,Tirisfal Glades
44,Guild Guild 11,Tauren,Warrior,Durotar
47,Guild Guild 15,Tauren,Shaman,Badlands
45,Guild Guild -1,Tauren,Druid,Feralas
42,Guild Guild 6,Tauren,Hunter,Thunder Bluff
52,Guild Guild 15,Tauren,Druid,The Barrens
52,Guild Guild 5,Tauren,Shaman,Felwood
53,Guild Guild 2,Tauren,Druid,Felwood
59,Guild Guild 8,Tauren,Warrior,Orgrimmar
59,Guild Guild 8,Tauren,Shaman,Swamp of Sorrows
60,Guild Guild 4,Tauren,Warrior,Tirisfal Glades
60,Guild Guild 15,Tauren,Warrior,Stratholme
60,Guild Guild 15,Tauren,Warrior,Durotar
60,Guild Guild 1,Tauren,Warrior,Mulgore
60,Guild Guild 17,Tauren,Hunter,Orgrimmar
60,Guild Guild 19,Tauren,Shaman,Orgrimmar
60,Guild Guild 3,Tauren,Shaman,Stratholme
60,Guild Guild 8,Tauren,Shaman,Thunder Bluff
60,Guild Guild 1,Tauren,Druid,Orgrimmar
60,Guild Guild 8,Tauren,Druid,Swamp of Sorrows
60,Guild Guild 3,Tauren,Druid,Stratholme
60,Guild Guild 19,Tauren,Druid,Durotar
1,Guild Guild -1,Troll,Rogue,Durotar
3,Guild Guild -1,Troll,Shaman,Durotar
9,Guild Guild -1,Troll,Mage,Durotar
11,Guild Guild -1,Troll,Rogue,Durotar
17,Guild Guild 16,Troll,Rogue,The Barrens
28,Guild Guild -1,Troll,Warrior,Durotar
24,Guild Guild 0,Troll,Hunter,Mulgore
32,Guild Guild 11,Troll,Mage,Thousand Needles
40,Guild Guild 10,Troll,Hunter,Tanaris
33,Guild Guild 21,Troll,Rogue,Orgrimmar
40,Guild Guild 16,Troll,Warrior,Thunder Bluff
43,Guild Guild 2,Troll,Hunter,Orgrimmar
44,Guild Guild 15,Troll,Shaman,Orgrimmar
43,Guild Guild 5,Troll,Shaman,Scarlet Monastery
54,Guild Guild 22,Troll,Hunter,Orgrimmar
57,Guild Guild -1,Troll,Hunter,The Barrens
58,Guild Guild 13,Troll,Rogue,Durotar
60,Guild Guild 4,Troll,Shaman,Orgrimmar
60,Guild Guild 15,Troll,Hunter,Durotar
18,Guild Guild 30,Undead,Warlock,Orgrimmar
11,Guild Guild -1,Undead,Warrior,Undercity
11,Guild Guild -1,Undead,Priest,Tirisfal Glades
15,Guild Guild -1,Undead,Mage,Tirisfal Glades
16,Guild Guild -1,Undead,Warlock,Silverpine Forest
23,Guild Guild 4,Undead,Priest,The Barrens
28,Guild Guild 19,Undead,Mage,Orgrimmar
26,Guild Guild -1,Undead,Priest,Ashenvale
35,Guild Guild 19,Undead,Mage,Thousand Needles
38,Guild Guild 6,Undead,Priest,Orgrimmar
39,Guild Guild 29,Undead,Mage,Undercity
33,Guild Guild -1,Undead,Warlock,Ashenvale
34,Guild Guild -1,Undead,Warrior,Ashenvale
33,Guild Guild 24,Undead,Priest,The Barrens
33,Guild Guild 21,Undead,Mage,Silverpine Forest
35,Guild Guild 0,Undead,Rogue,Arathi Highlands
33,Guild Guild 13,Undead,Mage,Thunder Bluff
45,Guild Guild 15,Undead,Rogue,Orgrimmar
44,Guild Guild 21,Undead,Warlock,Hillsbrad Foothills
45,Guild Guild 5,Undead,Mage,Undercity
46,Guild Guild 7,Undead,Priest,Durotar
48,Guild Guild 4,Undead,Warlock,Durotar
43,Guild Guild 3,Undead,Rogue,Thunder Bluff
53,Guild Guild 20,Undead,Warlock,Winterspring
54,Guild Guild 5,Undead,Priest,Orgrimmar
54,Guild Guild 19,Undead,Rogue,Orgrimmar
55,Guild Guild 19,Undead,Priest,Durotar
55,Guild Guild 17,Undead,Rogue,Mulgore
54,Guild Guild 0,Undead,Rogue,The Barrens
57,Guild Guild 5,Undead,Warlock,The Barrens
56,Guild Guild 2,Undead,Mage,Felwood
58,Guild Guild -1,Undead,Warlock,Orgrimmar
59,Guild Guild 3,Undead,Priest,Stratholme
60,Guild Guild 5,Undead,Priest,Undercity
60,Guild Guild 3,Undead,Priest,Stratholme
60,Guild Guild 1,Undead,Priest,Arathi Basin
60,Guild Guild 7,Undead,Warlock,Tirisfal Glades
60,Guild Guild 3,Undead,Warlock,Stratholme
60,Guild Guild 5,Undead,Warrior,Eastern Plaguelands
1,Guild Guild -1,Orc,Shaman,Orgrimmar
6,Guild Guild -1,Orc,Warrior,Durotar
30,Guild Guild -1,Orc,Shaman,Orgrimmar
21,Guild Guild -1,Orc,Hunter,Mulgore
39,Guild Guild 8,Orc,Warlock,Desolace
42,Guild Guild 11,Orc,Shaman,Durotar
44,Guild Guild 3,Orc,Hunter,Durotar
45,Guild Guild 13,Orc,Hunter,Durotar
45,Guild Guild 14,Orc,Hunter,The Barrens
48,Guild Guild 4,Orc,Shaman,The Hinterlands
60,Guild Guild 15,Orc,Warrior,Stratholme
60,Guild Guild 3,Orc,Warlock,Stratholme
60,Guild Guild 17,Orc,Warrior,Durotar
60,Guild Guild 8,Orc,Hunter,Durotar
1,Guild Guild -1,Tauren,Druid,Mulgore
6,Guild Guild -1,Tauren,Druid,Mulgore
20,Guild Guild 26,Tauren,Shaman,The Barrens
25,Guild Guild 21,Tauren,Warrior,Shadowfang Keep
27,Guild Guild 3,Tauren,Warrior,Stonetalon Mountains
29,Guild Guild 2,Tauren,Druid,Stonetalon Mountains
23,Guild Guild -1,Tauren,Warrior,The Barrens
35,Guild Guild 2,Tauren,Hunter,Thousand Needles
32,Guild Guild 13,Tauren,Warrior,Orgrimmar
31,Guild Guild 18,Tauren,Shaman,Alterac Mountains
35,Guild Guild 8,Tauren,Shaman,Hillsbrad Foothills
37,Guild Guild -1,Tauren,Warrior,Undercity
32,Guild Guild 24,Tauren,Shaman,Tirisfal Glades
35,Guild Guild 24,Tauren,Druid,Moonglade
31,Guild Guild 22,Tauren,Druid,The Barrens
40,Guild Guild -1,Tauren,Warrior,Thunder Bluff
42,Guild Guild 6,Tauren,Hunter,Orgrimmar
46,Guild Guild 2,Tauren,Warrior,Orgrimmar
49,Guild Guild 3,Tauren,Warrior,Orgrimmar
45,Guild Guild 12,Tauren,Shaman,Undercity
42,Guild Guild 2,Tauren,Shaman,Feralas
47,Guild Guild 15,Tauren,Shaman,The Hinterlands
53,Guild Guild 8,Tauren,Warrior,Durotar
52,Guild Guild 15,Tauren,Druid,Stranglethorn Vale
52,Guild Guild 5,Tauren,Shaman,The Barrens
58,Guild Guild 16,Tauren,Shaman,Tanaris
58,Guild Guild 16,Tauren,Warrior,Orgrimmar
60,Guild Guild 0,Tauren,Warrior,Durotar
60,Guild Guild 4,Tauren,Warrior,Eastern Plaguelands
60,Guild Guild 1,Tauren,Warrior,Thunder Bluff
60,Guild Guild 5,Tauren,Shaman,Western Plaguelands
60,Guild Guild 8,Tauren,Druid,Stonetalon Mountains
4,Guild Guild -1,Troll,Shaman,Durotar
10,Guild Guild -1,Troll,Shaman,Durotar
12,Guild Guild -1,Troll,Rogue,Mulgore
14,Guild Guild 30,Troll,Rogue,The Barrens
26,Guild Guild 30,Troll,Hunter,Thousand Needles
29,Guild Guild -1,Troll,Hunter,Thousand Needles
28,Guild Guild 13,Troll,Hunter,Orgrimmar
22,Guild Guild -1,Troll,Mage,Ashenvale
28,Guild Guild 6,Troll,Hunter,Stonetalon Mountains
30,Guild Guild 7,Troll,Priest,Stonetalon Mountains
24,Guild Guild 0,Troll,Hunter,Thunder Bluff
37,Guild Guild 25,Troll,Mage,Feralas
38,Guild Guild 6,Troll,Mage,Feralas
31,Guild Guild 34,Troll,Hunter,The Barrens
33,Guild Guild 21,Troll,Rogue,Silverpine Forest
34,Guild Guild 8,Troll,Priest,Arathi Highlands
35,Guild Guild 8,Troll,Mage,Arathi Highlands
44,Guild Guild 15,Troll,Shaman,Stranglethorn Vale
55,Guild Guild 12,Troll,Rogue,Tanaris
52,Guild Guild 3,Troll,Warrior,Orgrimmar
53,Guild Guild 7,Troll,Mage,Orgrimmar
53,Guild Guild 3,Troll,Priest,Orgrimmar
53,Guild Guild 5,Troll,Priest,Durotar
54,Guild Guild 26,Troll,Hunter,The Barrens
57,Guild Guild -1,Troll,Hunter,Durotar
58,Guild Guild 13,Troll,Rogue,Tirisfal Glades
60,Guild Guild -1,Troll,Mage,Orgrimmar
60,Guild Guild 15,Troll,Shaman,Durotar
60,Guild Guild 5,Troll,Rogue,Eastern Plaguelands
60,Guild Guild 15,Troll,Hunter,Stranglethorn Vale
1,Guild Guild -1,Undead,Priest,Tirisfal Glades
1,Guild Guild -1,Undead,Rogue,Tirisfal Glades
7,Guild Guild -1,Undead,Mage,Tirisfal Glades
8,Guild Guild -1,Undead,Mage,Tirisfal Glades
11,Guild Guild -1,Undead,Priest,Durotar
19,Guild Guild 19,Undead,Mage,The Barrens
21,Guild Guild -1,Undead,Priest,The Barrens
28,Guild Guild 19,Undead,Mage,Ashenvale
33,Guild Guild 24,Undead,Priest,Orgrimmar
36,Guild Guild -1,Undead,Warlock,Stonetalon Mountains
35,Guild Guild 15,Undead,Warlock,Stranglethorn Vale
34,Guild Guild 20,Undead,Priest,Thunder Bluff
45,Guild Guild 3,Undead,Priest,Tanaris
46,Guild Guild 7,Undead,Priest,Tanaris
50,Guild Guild 5,Undead,Priest,Tanaris
45,Guild Guild 24,Undead,Rogue,Orgrimmar
45,Guild Guild 5,Undead,Rogue,Hillsbrad Foothills
46,Guild Guild 5,Undead,Mage,Undercity
43,Guild Guild 13,Undead,Priest,Tirisfal Glades
42,Guild Guild 11,Undead,Mage,Durotar
45,Guild Guild 8,Undead,Mage,Desolace
47,Guild Guild 16,Undead,Priest,The Hinterlands
53,Guild Guild 3,Undead,Mage,Orgrimmar
54,Guild Guild 29,Undead,Priest,Durotar
54,Guild Guild 19,Undead,Rogue,Feralas
55,Guild Guild 17,Undead,Rogue,The Barrens
56,Guild Guild 15,Undead,Mage,Orgrimmar
56,Guild Guild 2,Undead,Mage,Moonglade
59,Guild Guild 19,Undead,Priest,Orgrimmar
59,Guild Guild 14,Undead,Priest,Undercity
59,Guild Guild 16,Undead,Rogue,Undercity
58,Guild Guild -1,Undead,Warlock,Durotar
60,Guild Guild 5,Undead,Mage,Eastern Plaguelands
60,Guild Guild 5,Undead,Priest,Eastern Plaguelands
60,Guild Guild 35,Undead,Rogue,Durotar
60,Guild Guild 7,Undead,Rogue,Western Plaguelands
60,Guild Guild 8,Undead,Warlock,Orgrimmar
60,Guild Guild 31,Undead,Warlock,Azshara
1,Guild Guild -1,Orc,Warrior,Orgrimmar
14,Guild Guild 0,Orc,Warrior,The Barrens
23,Guild Guild -1,Orc,Shaman,Orgrimmar
26,Guild Guild -1,Orc,Shaman,Orgrimmar
30,Guild Guild -1,Orc,Shaman,Ashenvale
49,Guild Guild 14,Orc,Shaman,Searing Gorge
46,Guild Guild 31,Orc,Warrior,Stranglethorn Vale
48,Guild Guild 10,Orc,Warrior,Thunder Bluff
55,Guild Guild 2,Orc,Hunter,Orgrimmar
55,Guild Guild 5,Orc,Warrior,The Barrens
53,Guild Guild 3,Orc,Hunter,Thunder Bluff
56,Guild Guild 2,Orc,Warrior,Durotar
57,Guild Guild 3,Orc,Rogue,Burning Steppes
60,Guild Guild 17,Orc,Warrior,Western Plaguelands
60,Guild Guild 18,Orc,Warrior,Felwood
27,Guild Guild 21,Tauren,Warrior,Shadowfang Keep
22,Guild Guild -1,Tauren,Druid,Ashenvale
21,Guild Guild 26,Tauren,Shaman,The Barrens
40,Guild Guild -1,Tauren,Warrior,Tanaris
31,Guild Guild 18,Tauren,Shaman,Hillsbrad Foothills
32,Guild Guild 13,Tauren,Warrior,Tirisfal Glades
31,Guild Guild 22,Tauren,Druid,Durotar
34,Guild Guild 3,Tauren,Warrior,Durotar
40,Guild Guild 1,Tauren,Warrior,Desolace
31,Guild Guild 23,Tauren,Shaman,Stonetalon Mountains
32,Guild Guild 23,Tauren,Hunter,Stonetalon Mountains
35,Guild Guild 24,Tauren,Druid,Stonetalon Mountains
32,Guild Guild 24,Tauren,Shaman,The Barrens
37,Guild Guild -1,Tauren,Warrior,Arathi Highlands
42,Guild Guild 2,Tauren,Shaman,Thousand Needles
46,Guild Guild 18,Tauren,Druid,Tanaris
42,Guild Guild -1,Tauren,Warrior,Orgrimmar
46,Guild Guild -1,Tauren,Hunter,Orgrimmar
50,Guild Guild -1,Tauren,Druid,Orgrimmar
49,Guild Guild 3,Tauren,Warrior,Durotar
41,Guild Guild 2,Tauren,Warrior,Stranglethorn Vale
46,Guild Guild 2,Tauren,Warrior,Feralas
53,Guild Guild 8,Tauren,Warrior,Swamp of Sorrows
55,Guild Guild 1,Tauren,Hunter,Durotar
52,Guild Guild 5,Tauren,Shaman,Desolace
56,Guild Guild 2,Tauren,Druid,Hillsbrad Foothills
58,Guild Guild 16,Tauren,Warrior,Thousand Needles
59,Guild Guild 17,Tauren,Druid,Orgrimmar
59,Guild Guild 25,Tauren,Hunter,Orgrimmar
58,Guild Guild 16,Tauren,Shaman,Un'Goro Crater
58,Guild Guild 29,Tauren,Warrior,Stranglethorn Vale
60,Guild Guild 0,Tauren,Warrior,Swamp of Sorrows
60,Guild Guild 4,Tauren,Warrior,Badlands
60,Guild Guild 4,Tauren,Hunter,Western Plaguelands
60,Guild Guild 8,Tauren,Shaman,Orgrimmar
60,Guild Guild 5,Tauren,Shaman,Eastern Plaguelands
60,Guild Guild 3,Tauren,Shaman,Burning Steppes
60,Guild Guild 8,Tauren,Druid,Thunder Bluff
12,Guild Guild -1,Troll,Hunter,Durotar
17,Guild Guild 16,Troll,Rogue,Mulgore
28,Guild Guild 6,Troll,Hunter,Orgrimmar
28,Guild Guild 13,Troll,Hunter,Durotar
25,Guild Guild 0,Troll,Hunter,The Barrens
40,Guild Guild -1,Troll,Rogue,Orgrimmar
33,Guild Guild 21,Troll,Rogue,Shadowfang Keep
54,Guild Guild 22,Troll,Hunter,Dustwallow Marsh
53,Guild Guild 7,Troll,Mage,Alterac Mountains
51,Guild Guild 5,Troll,Shaman,Undercity
53,Guild Guild 5,Troll,Priest,Azshara
52,Guild Guild -1,Troll,Hunter,Feralas
57,Guild Guild 3,Troll,Warrior,Burning Steppes
57,Guild Guild 3,Troll,Priest,Burning Steppes
58,Guild Guild 3,Troll,Mage,Burning Steppes
60,Guild Guild 33,Troll,Hunter,Winterspring
60,Guild Guild 2,Troll,Hunter,Orgrimmar
60,Guild Guild 4,Troll,Shaman,Durotar
60,Guild Guild 15,Troll,Shaman,The Hinterlands
11,Guild Guild -1,Undead,Priest,Orgrimmar
18,Guild Guild 15,Undead,Warrior,Mulgore
18,Guild Guild 16,Undead,Rogue,The Barrens
23,Guild Guild 4,Undead,Priest,Ashenvale
28,Guild Guild 1,Undead,Warlock,Thousand Needles
27,Guild Guild 11,Undead,Priest,The Barrens
34,Guild Guild -1,Undead,Priest,Hillsbrad Foothills
36,Guild Guild 3,Undead,Mage,Hillsbrad Foothills
34,Guild Guild 24,Undead,Warlock,Undercity
33,Guild Guild 21,Undead,Mage,Shadowfang Keep
36,Guild Guild 7,Undead,Warlock,Stonetalon Mountains
40,Guild Guild 2,Undead,Warlock,Stonetalon Mountains
44,Guild Guild -1,Undead,Warrior,Hillsbrad Foothills
50,Guild Guild 2,Undead,Priest,Hillsbrad Foothills
41,Guild Guild 3,Undead,Mage,Stranglethorn Vale
47,Guild Guild 16,Undead,Priest,Feralas
43,Guild Guild 22,Undead,Mage,The Barrens
45,Guild Guild 24,Undead,Rogue,The Barrens
50,Guild Guild 5,Undead,Priest,The Barrens
46,Guild Guild 5,Undead,Mage,The Hinterlands
52,Guild Guild 5,Undead,Mage,Orgrimmar
54,Guild Guild 29,Undead,Priest,Swamp of Sorrows
55,Guild Guild 17,Undead,Rogue,Durotar
53,Guild Guild 3,Undead,Mage,Thunder Bluff
56,Guild Guild 2,Undead,Mage,Orgrimmar
57,Guild Guild 26,Undead,Mage,Undercity
58,Guild Guild 5,Undead,Priest,Orgrimmar
58,Guild Guild -1,Undead,Warlock,Swamp of Sorrows
58,Guild Guild 7,Undead,Rogue,Tirisfal Glades
59,Guild Guild 16,Undead,Rogue,Stranglethorn Vale
60,Guild Guild 4,Undead,Mage,Orgrimmar
60,Guild Guild 15,Undead,Priest,Searing Gorge
60,Guild Guild 7,Undead,Rogue,Eastern Plaguelands
60,Guild Guild 3,Undead,Warlock,Tirisfal Glades
60,Guild Guild 34,Undead,Warlock,Durotar
60,Guild Guild 12,Undead,Warlock,The Barrens
60,Guild Guild 7,Undead,Warlock,The Barrens
1,Guild Guild -1,Orc,Hunter,Orgrimmar
24,Guild Guild -1,Orc,Hunter,Stonetalon Mountains
21,Guild Guild -1,Orc,Hunter,The Barrens
23,Guild Guild -1,Orc,Shaman,The Barrens
31,Guild Guild 33,Orc,Warrior,Thousand Needles
35,Guild Guild 13,Orc,Hunter,Orgrimmar
48,Guild Guild 10,Orc,Warrior,Orgrimmar
45,Guild Guild 13,Orc,Hunter,Undercity
57,Guild Guild 7,Orc,Hunter,Orgrimmar
57,Guild Guild 5,Orc,Hunter,Orgrimmar
57,Guild Guild 28,Orc,Hunter,Orgrimmar
57,Guild Guild 3,Orc,Rogue,Blackrock Mountain
60,Guild Guild 4,Orc,Warrior,Orgrimmar
60,Guild Guild 14,Orc,Warrior,Orgrimmar
60,Guild Guild 2,Orc,Hunter,Undercity
12,Guild Guild -1,Tauren,Hunter,Mulgore
20,Guild Guild 12,Tauren,Shaman,The Barrens
15,Guild Guild 2,Tauren,Druid,Thunder Bluff
25,Guild Guild 7,Tauren,Druid,Stonetalon Mountains
35,Guild Guild 24,Tauren,Druid,Orgrimmar
40,Guild Guild 19,Tauren,Warrior,Orgrimmar
34,Guild Guild 3,Tauren,Warrior,Alterac Mountains
32,Guild Guild 24,Tauren,Shaman,Stranglethorn Vale
42,Guild Guild 6,Tauren,Hunter,Tirisfal Glades
49,Guild Guild 3,Tauren,Warrior,Feralas
46,Guild Guild 19,Tauren,Druid,Blasted Lands
45,Guild Guild 12,Tauren,Shaman,The Barrens
47,Guild Guild 5,Tauren,Druid,The Barrens
48,Guild Guild 5,Tauren,Warrior,The Hinterlands
42,Guild Guild 2,Tauren,Shaman,Thunder Bluff
51,Guild Guild 5,Tauren,Warrior,Orgrimmar
55,Guild Guild 1,Tauren,Hunter,Tirisfal Glades
52,Guild Guild 5,Tauren,Shaman,Durotar
56,Guild Guild 6,Tauren,Warrior,Orgrimmar
56,Guild Guild 2,Tauren,Druid,Arathi Highlands
58,Guild Guild 16,Tauren,Warrior,Tanaris
58,Guild Guild 29,Tauren,Warrior,Swamp of Sorrows
59,Guild Guild 8,Tauren,Warrior,Moonglade
59,Guild Guild 17,Tauren,Druid,Durotar
59,Guild Guild 25,Tauren,Hunter,Durotar
60,Guild Guild 1,Tauren,Warrior,Orgrimmar
60,Guild Guild 10,Tauren,Warrior,Orgrimmar
60,Guild Guild 15,Tauren,Warrior,Orgrimmar
60,Guild Guild 1,Tauren,Warrior,Tirisfal Glades
60,Guild Guild 4,Tauren,Warrior,Burning Steppes
60,Guild Guild 4,Tauren,Hunter,Orgrimmar
60,Guild Guild 17,Tauren,Hunter,Durotar
60,Guild Guild 1,Tauren,Shaman,Orgrimmar
60,Guild Guild 19,Tauren,Druid,Hillsbrad Foothills
60,Guild Guild 4,Tauren,Druid,Undercity
5,Guild Guild -1,Troll,Shaman,Durotar
11,Guild Guild -1,Troll,Rogue,Orgrimmar
17,Guild Guild 16,Troll,Rogue,Thunder Bluff
28,Guild Guild 13,Troll,Hunter,Undercity
25,Guild Guild 2,Troll,Hunter,The Barrens
30,Guild Guild 7,Troll,Priest,The Barrens
24,Guild Guild 31,Troll,Rogue,Silverpine Forest
40,Guild Guild 2,Troll,Rogue,Orgrimmar
37,Guild Guild 25,Troll,Mage,Mulgore
43,Guild Guild 2,Troll,Hunter,Durotar
50,Guild Guild 5,Troll,Mage,Orgrimmar
49,Guild Guild 32,Troll,Shaman,Undercity
48,Guild Guild 32,Troll,Rogue,Feralas
52,Guild Guild -1,Troll,Warrior,Tanaris
51,Guild Guild 5,Troll,Shaman,The Hinterlands
53,Guild Guild 7,Troll,Mage,The Hinterlands
60,Guild Guild -1,Troll,Mage,Winterspring
60,Guild Guild 4,Troll,Hunter,Orgrimmar
60,Guild Guild 5,Troll,Rogue,Orgrimmar
60,Guild Guild 4,Troll,Rogue,Orgrimmar
60,Guild Guild 1,Troll,Rogue,Orgrimmar
60,Guild Guild 28,Troll,Shaman,Orgrimmar
60,Guild Guild -1,Troll,Shaman,Western Plaguelands
3,Guild Guild -1,Undead,Warlock,Undercity
12,Guild Guild 12,Undead,Mage,Undercity
12,Guild Guild 30,Undead,Warrior,The Barrens
22,Guild Guild 6,Undead,Rogue,Orgrimmar
27,Guild Guild 11,Undead,Priest,Orgrimmar
36,Guild Guild 7,Undead,Warlock,Alterac Mountains
39,Guild Guild 3,Undead,Warlock,Undercity
34,Guild Guild 24,Undead,Warlock,Tirisfal Glades
40,Guild Guild 1,Undead,Priest,Tirisfal Glades
42,Guild Guild 19,Undead,Priest,Swamp of Sorrows
43,Guild Guild 22,Undead,Mage,Stranglethorn Vale
43,Guild Guild 3,Undead,Rogue,Stranglethorn Vale
45,Guild Guild 24,Undead,Rogue,Stranglethorn Vale
41,Guild Guild 3,Undead,Mage,Redridge Mountains
50,Guild Guild 2,Undead,Priest,Arathi Highlands
55,Guild Guild 4,Undead,Warrior,Orgrimmar
53,Guild Guild 5,Undead,Priest,Desolace
54,Guild Guild 29,Undead,Priest,The Temple of Atal'Hakkar
57,Guild Guild 26,Undead,Mage,Badlands
58,Guild Guild 5,Undead,Priest,Durotar
59,Guild Guild 16,Undead,Rogue,Searing Gorge
58,Guild Guild 7,Undead,Rogue,Western Plaguelands
58,Guild Guild -1,Undead,Warlock,The Temple of Atal'Hakkar
60,Guild Guild 1,Undead,Priest,Orgrimmar
60,Guild Guild 34,Undead,Warlock,Orgrimmar
60,Guild Guild 31,Undead,Warlock,Ashenvale
60,Guild Guild 4,Undead,Warrior,Hall of Legends
14,Guild Guild 14,Orc,Hunter,Mulgore
19,Guild Guild 16,Orc,Hunter,Thunder Bluff
35,Guild Guild 34,Orc,Hunter,Orgrimmar
35,Guild Guild 4,Orc,Warrior,Ashenvale
45,Guild Guild 13,Orc,Hunter,Scarlet Monastery
45,Guild Guild 9,Orc,Hunter,The Barrens
55,Guild Guild 5,Orc,Warrior,Tanaris
56,Guild Guild 2,Orc,Warrior,Orgrimmar
56,Guild Guild 15,Orc,Warrior,Orgrimmar
57,Guild Guild 7,Orc,Hunter,Undercity
60,Guild Guild 8,Orc,Hunter,The Barrens
60,Guild Guild 2,Orc,Hunter,Arathi Highlands
7,Guild Guild -1,Tauren,Warrior,Mulgore
17,Guild Guild -1,Tauren,Druid,Durotar
19,Guild Guild 9,Tauren,Warrior,The Barrens
19,Guild Guild -1,Tauren,Hunter,Thunder Bluff
21,Guild Guild 18,Tauren,Shaman,Orgrimmar
32,Guild Guild 13,Tauren,Warrior,Scarlet Monastery
39,Guild Guild 24,Tauren,Hunter,Gnomeregan
34,Guild Guild 3,Tauren,Warrior,Arathi Highlands
45,Guild Guild 12,Tauren,Shaman,Razorfen Downs
42,Guild Guild 2,Tauren,Shaman,Orgrimmar
44,Guild Guild 27,Tauren,Warrior,Orgrimmar
45,Guild Guild 34,Tauren,Hunter,Orgrimmar
46,Guild Guild 19,Tauren,Druid,Orgrimmar
49,Guild Guild -1,Tauren,Druid,Orgrimmar
42,Guild Guild -1,Tauren,Warrior,Durotar
47,Guild Guild 5,Tauren,Druid,Desolace
50,Guild Guild 3,Tauren,Warrior,Feralas
49,Guild Guild 12,Tauren,Druid,Silverpine Forest
42,Guild Guild 6,Tauren,Hunter,Arathi Highlands
55,Guild Guild 34,Tauren,Shaman,Tirisfal Glades
51,Guild Guild 5,Tauren,Warrior,Desolace
55,Guild Guild 1,Tauren,Hunter,Western Plaguelands
53,Guild Guild 8,Tauren,Warrior,The Temple of Atal'Hakkar
56,Guild Guild 6,Tauren,Warrior,Durotar
58,Guild Guild 16,Tauren,Warrior,Un'Goro Crater
59,Guild Guild 17,Tauren,Druid,The Barrens
58,Guild Guild 29,Tauren,Warrior,The Temple of Atal'Hakkar
60,Guild Guild 17,Tauren,Warrior,Western Plaguelands
60,Guild Guild 0,Tauren,Warrior,The Temple of Atal'Hakkar
60,Guild Guild 1,Tauren,Warrior,Arathi Highlands
60,Guild Guild 8,Tauren,Druid,The Barrens
6,Guild Guild -1,Troll,Rogue,Orgrimmar
11,Guild Guild -1,Troll,Shaman,Orgrimmar
15,Guild Guild 7,Troll,Mage,Orgrimmar
14,Guild Guild 30,Troll,Rogue,Durotar
